Date,Inv,Est,Order,Client,Descrip,Thk,Wd,Length,Piece_price,KG_price,Quantity,Total
01-08-2014,145826,11,189432-30,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,52","1.526,00","8.844,70"
01-08-2014,145826,11,186910-30,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,10","1.158,00","4.985,19"
01-08-2014,145826,11,186919-40,METMETALCIN,"TIRA FF BOB 0,40 NBR5915 EEP OL","0,4000","260,0000","0,0000","0,00","4,25","4.624,00","20.634,60"
01-08-2014,35876,14,190037-10,FAMERTEC,"CHAPA GR LCG 19,00 ASTM A 36","19,0000","2.000,0000","3.000,0000","0,00","2,75","957,00","2.763,34"
01-09-2014,147857,11,191850-10,GPANIZ,"CHAPA ZC 0,80 NBR7008 ZC CR NO RV B","0,8000","1.000,0000","3.000,0000","0,00","3,70","979,00","3.803,42"
01-10-2014,149972,11,191340-20,BASECOMPONE,"TIRA FF BOB 1,90 NBR6658 OL","1,9000","25,0000","0,0000","0,00","3,53","1.038,00","3.847,35"
01-10-2014,149971,11,192545-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","36,0000","0,0000","0,00","3,30","856,00","2.966,04"
01-10-2014,149936,11,193432-20,GPANIZ,"CHAPA FQ 4,75 NBR6658","4,7500","1.200,0000","3.000,0000","0,00","2,68","3.020,00","8.498,28"
01-12-2014,154113,11,197907-10,METCOSBI,"TIRA FQ DEC BOB 4,75 NBR6658 OL","4,7500","45,0000","0,0000","0,00","3,23","1.110,00","3.764,57"
01-12-2014,154114,11,197766-10,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","3,20","2.888,00","9.703,68"
01-12-2014,154111,11,197525-10,ANDREMODENA,"CHAPA FF 0,60 NBR6658 OL","0,6000","1.200,0000","3.000,0000","0,00","3,10","1.013,00","3.297,32"
01-12-2014,154111,11,197525-20,ANDREMODENA,"CHAPA FF 0,45 NBR6658 OL","0,4500","1.200,0000","3.000,0000","0,00","3,20","1.030,00","3.460,80"
01-12-2014,154116,11,191853-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L32 BbOL","0,3500","260,0000","0,0000","0,00","5,52","1.036,00","6.004,66"
01-12-2014,154135,11,198034-20,GPANIZ,"CHAPA ZC 0,80 NBR7008 ZC CR NO RV B","0,8000","1.000,0000","3.000,0000","0,00","3,68","1.008,00","3.894,91"
01-12-2014,154117,11,197070-10,FERNANDA,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","30,0000","0,0000","0,00","3,39","1.330,00","4.734,14"
02-04-2014,137927,11,181109-10,GPANIZ,"CHAPA ZC MINIM/PP 0,50 NBR7008 ZC F/V","0,5000","1.200,0000","3.000,0000","0,00","6,12","1.584,00","10.281,95"
02-04-2014,456,41,180036-20,GPANIZ,"CHAPA FQ DEC 2,00 NBR6658 OL","2,0000","1.200,0000","3.000,0000","0,00","3,18","5.587,00","18.870,64"
02-05-2014,139709,11,181378-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","30,0000","0,0000","0,00","3,30","2.656,00","9.203,04"
02-05-2014,139712,11,181838-10,GPANIZ,"CHAPA FQ 4,75 NBR6658","4,7500","1.200,0000","3.000,0000","0,00","2,70","3.022,00","8.764,46"
02-06-2014,141725,11,183769-10,BENFATI,"TIRA FQ DEC BOB 2,00 NBR6658 OL","2,0000","30,0000","0,0000","0,00","3,28","1.099,00","3.784,96"
02-07-2014,143759,11,187239-10,GPANIZ,"CHAPA ZC 0,50 NBR7008 ZC CR NO RV Z275","0,5000","1.200,0000","3.000,0000","0,00","4,00","3.976,00","16.699,20"
02-07-2014,143752,11,187624-10,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","3.000,0000","0,00","3,38","2.922,00","10.370,18"
02-09-2014,147980,11,190449-10,METALMATRIX,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","90,0000","0,0000","0,00","3,02","1.525,00","4.835,78"
02-09-2014,147989,11,191713-30,FLANTECH,"CHAPA GR LTQ 9,50 SAE1010","9,5000","1.200,0000","2.000,0000","0,00","2,66","8.782,00","23.360,12"
02-09-2014,147997,11,191689-10,GPANIZ,"CHAPA FQ 4,75 NBR6658","4,7500","1.200,0000","3.000,0000","0,00","2,68","2.895,00","8.146,53"
02-09-2014,147979,11,190446-20,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","30,0000","0,0000","0,00","3,30","1.104,00","3.825,36"
02-09-2014,147982,11,191713-40,FLANTECH,"CHAPA GR LTQ 9,00 SAE1010","9,0000","1.200,0000","2.000,0000","0,00","2,66","9.613,00","25.570,58"
02-09-2014,147981,11,189434-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","5,52","2.308,00","13.377,17"
02-10-2014,150082,11,193761-10,METCOSBI,"TIRA ZC BOB 1,55 NBR7008 ZC CR NO REV","1,5500","57,5000","0,0000","0,00","3,50","1.722,00","6.328,35"
02-10-2014,150082,11,193761-30,METCOSBI,"TIRA ZC BOB 1,55 NBR7008 ZC CR NO REV","1,5500","142,0000","0,0000","0,00","3,50","1.450,00","5.328,75"
02-10-2014,36950,14,193857-10,DUPARCEMPRE,"TELHA AL/ZN 0,43 TP40 ASTM A792 CN TQ","0,4300","1.045,0000","7.200,0000","108,72","4,15","3.925,00","16.307,98"
02-10-2014,36950,14,193857-20,DUPARCEMPRE,"CUMEEIRA AL/ZN 0,43 TP40 ASTM A792 CN","0,4300","1.045,0000","600,0000","15,10","6,61","80,00","554,93"
02-10-2014,150066,11,191767-10,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL","0,3000","260,0000","0,0000","0,00","5,52","3.244,00","18.802,22"
02-10-2014,150066,11,191767-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L32 BbOL","0,3500","260,0000","0,0000","0,00","5,52","3.243,00","18.796,43"
02-10-2014,150065,11,191767-20,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,52","310,00","1.796,76"
02-10-2014,150079,11,193365-10,ANDREMODENA,"CHAPA FF 0,45 NBR6658 OL","0,4500","1.200,0000","3.000,0000","0,00","3,20","2.036,00","6.840,96"
02-12-2014,154202,11,198236-20,MULTISERVSE,"CHAPA FQ 3,00 NBR6658","3,0000","1.200,0000","3.000,0000","0,00","2,50","1.647,00","4.323,38"
02-12-2014,154206,11,195786-20,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,52","1.628,00","9.435,89"
02-12-2014,154206,11,195779-20,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,52","1.531,00","8.873,68"
03-01-2014,131892,11,173839-10,METCOSBI,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","57,0000","0,0000","0,00","3,38","918,00","3.257,98"
03-01-2014,131892,11,173839-20,METCOSBI,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","19,0000","0,0000","0,00","3,38","1.730,00","6.139,77"
03-01-2014,131892,11,173839-30,METCOSBI,"TIRA FQ DEC BOB 4,75 NBR6658 OL","4,7500","55,0000","0,0000","0,00","3,27","1.832,00","6.290,17"
03-02-2014,133883,11,175723-10,GS,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","30,0000","0,0000","0,00","3,57","1.372,00","5.232,00"
03-02-2014,133883,11,175723-60,GS,"TIRA FF BOB 1,90 NBR6658 OL","1,9000","36,0000","0,0000","0,00","3,11","329,00","1.095,72"
03-02-2014,133910,11,173081-20,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","3,16","3.140,00","10.418,52"
03-03-2014,135880,11,178808-10,SCARELI,"CHAPA ZC 0,95 NBR7008 ZC CR NO RV Z275","0,9500","1.200,0000","3.000,0000","0,00","3,58","8.489,00","31.910,15"
03-03-2014,135857,11,178192-10,LUZI,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","55,0000","0,0000","0,00","3,38","5.422,00","19.242,68"
03-03-2014,135879,11,174401-30,FLANTECH,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","2.000,0000","0,00","2,55","4.139,00","10.554,45"
03-04-2014,137949,11,179490-10,SASPLASTI,"TIRA ZC BOB 1,55 NBR7008 ZC CR MI REV","1,5500","31,0000","0,0000","0,00","3,77","841,00","3.329,10"
03-04-2014,33474,14,179882-10,RBETIOLO,"PERFIL FQ DOB TP U 3,75 NBR 6658 BS <8","3,7500","0,0000","2.280,0000","0,00","3,12","520,00","1.622,40"
03-04-2014,33474,14,179882-20,RBETIOLO,"PERFIL FQ DOB TP U 3,75 NBR 6658 BS <8","3,7500","0,0000","3.000,0000","0,00","3,12","520,00","1.622,40"
03-04-2014,33474,14,179882-30,RBETIOLO,"PERFIL FQ DOB TP U 3,75 NBR 6658 BS <8","3,7500","0,0000","2.180,0000","0,00","3,12","510,00","1.591,20"
03-04-2014,33474,14,179882-40,RBETIOLO,"PERFIL FQ DOB TP U 3,75 NBR 6658 BS <8","3,7500","0,0000","1.880,0000","0,00","3,12","525,00","1.638,00"
03-04-2014,137948,11,179285-10,MAQENGE,"TIRA FF BOB 0,60 NBR6658 OL","0,6000","354,0000","0,0000","0,00","3,28","1.663,00","5.727,37"
03-04-2014,137979,11,180360-10,METCECHINAT,"CHAPA FQ DEC 4,25 NBR5906 EM OL","4,2500","1.200,0000","3.000,0000","0,00","2,90","2.456,00","7.478,52"
03-06-2014,141860,11,185040-10,METCECHINAT,"CHAPA FQ DEC 4,25 NBR5906 EM OL","4,2500","1.200,0000","3.000,0000","0,00","2,90","1.216,00","3.702,72"
03-06-2014,141880,11,174599-20,INCORPOL,"CHAPA FQ DEC 4,00 NBR5906 EPA OL","4,0000","1.200,0000","3.000,0000","0,00","3,95","2.849,00","11.430,83"
03-06-2014,141881,11,185435-10,GPANIZ,"CHAPA ZC 0,50 NBR7008 ZC CR NO RV Z275","0,5000","1.000,0000","2.580,0000","0,00","4,00","1.909,00","8.017,80"
03-06-2014,141844,11,183491-10,FLANTECH,"CHAPA GR LTQ 9,00 SAE1010","9,0000","1.200,0000","2.000,0000","0,00","2,68","5.743,00","15.391,24"
03-07-2014,143825,11,187784-10,FLANTECH,"CHAPA GR LTQ 9,00 SAE1010","9,0000","1.200,0000","2.000,0000","0,00","2,68","12.024,00","32.224,32"
03-07-2014,143855,11,186910-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,10","3.202,00","13.784,61"
03-09-2014,148022,11,191713-30,FLANTECH,"CHAPA GR LTQ 9,50 SAE1010","9,5000","1.200,0000","2.000,0000","0,00","2,66","3.666,00","9.751,56"
03-09-2014,148048,11,188670-10,BRIMEL,"TIRA FF BOB 0,60 NBR5915 EEP OL","0,6000","52,0000","0,0000","0,00","4,07","1.728,00","7.384,61"
03-09-2014,148048,11,188670-20,BRIMEL,"TIRA FF BOB 0,60 NBR5915 EM OL","0,6000","25,0000","0,0000","0,00","4,07","496,00","2.119,66"
03-09-2014,148081,11,190590-10,"D""ZAINER","TIRA FF BOB 1,90 NBR6658 OL","1,9000","44,0000","0,0000","0,00","2,90","3.651,00","11.117,30"
03-09-2014,148082,11,189838-10,LUPEME,"TIRA FF BOB 1,50 NBR5915 EP OL","1,5000","38,0000","0,0000","0,00","3,30","861,00","2.983,37"
03-09-2014,148084,11,189447-30,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","3,39","2.824,00","10.052,03"
03-10-2014,150112,11,192194-10,TECNOFRIO,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","150,0000","0,0000","0,00","4,59","1.195,00","5.759,30"
03-10-2014,150112,11,192195-10,TECNOFRIO,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","150,0000","0,0000","0,00","4,59","2.415,00","11.639,09"
03-10-2014,150109,11,192030-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,44","3.996,00","14.433,55"
03-11-2014,152146,11,191108-10,BORTOLOTTO,"TIRA ZC BOB 0,80 NBR7008 ZC CR NO REV","0,8000","346,0000","0,0000","0,00","3,67","1.013,00","3.905,73"
03-11-2014,152072,11,193832-10,"D""ZAINER","TIRA FF BOB 1,20 NBR6658 OL","1,2000","58,0000","0,0000","0,00","2,84","2.669,00","7.958,96"
03-11-2014,152115,11,194022-10,ANDREMODENA,"CHAPA FF 0,45 NBR6658 OL","0,4500","1.200,0000","3.000,0000","0,00","3,20","2.044,00","6.867,84"
03-11-2014,152116,11,196062-10,SCARELI,"CHAPA ZC 0,95 NBR7008 ZC CR NO RV Z275","0,9500","1.200,0000","2.705,0000","0,00","3,35","3.234,00","11.375,60"
03-11-2014,152116,11,196062-20,SCARELI,"CHAPA ZC 0,95 NBR7008 ZC CR NO RV Z275","0,9500","1.200,0000","2.815,0000","0,00","3,35","3.716,00","13.071,03"
03-11-2014,152118,11,193827-10,"D""ZAINER","TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","116,0000","0,0000","0,00","2,84","965,00","2.877,63"
03-11-2014,152118,11,193839-10,"D""ZAINER","TIRA FF BOB 1,50 NBR6658 OL","1,5000","44,0000","0,0000","0,00","2,84","1.784,00","5.319,89"
03-12-2014,154303,11,195623-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","42,0000","0,0000","0,00","3,20","1.288,00","4.327,68"
03-12-2014,154245,11,196898-10,MRACARTOE,"TIRA FF BOB 1,90 NBR5915 EP OL","1,9000","75,0000","0,0000","0,00","3,75","1.484,00","5.843,25"
03-12-2014,154301,11,193889-10,VECTOR,"BLANK GA FF 0,90 NBR6658 OL","0,9000","411,0000","910,0000","0,00","3,44","7.212,00","26.049,74"
03-12-2014,154300,11,198524-10,PARTS,"CHAPA FQ 3,00 NBR6658","3,0000","1.500,0000","3.000,0000","0,00","2,50","1.523,00","3.997,88"
03-12-2014,154300,11,198524-20,PARTS,"CHAPA FQ 4,25 SAE1010","4,2500","1.500,0000","3.000,0000","0,00","2,43","1.508,00","3.847,66"
04-02-2014,133991,11,174658-10,METMETALCIN,"TIRA FF BOB 0,40 NBR5915 EEP OL","0,4000","260,0000","0,0000","0,00","4,25","2.495,00","11.133,94"
04-02-2014,133990,11,173080-10,MAQENGE,"TIRA FF BOB 0,60 NBR6658 OL","0,6000","354,0000","0,0000","0,00","3,16","1.957,00","6.493,33"
04-03-2014,135911,11,176261-10,LUPEME,"TIRA FF BOB 2,65 NBR6658 OL","2,6500","66,0000","0,0000","0,00","2,97","1.218,00","3.798,33"
04-03-2014,135915,11,178495-10,BASECOMPONE,"TIRA FF BOB 0,90 NBR6658 OL","0,9000","55,0000","0,0000","0,00","3,62","1.040,00","3.953,04"
04-03-2014,135917,11,179086-10,LAIND,"CHAPA FF 1,20 NBR6658 OL","1,2000","1.200,0000","3.000,0000","0,00","3,05","3.044,00","9.748,41"
04-03-2014,311,41,177209-10,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","3,28","3.155,00","10.865,82"
04-03-2014,135897,11,177746-10,UTIMIL,"TIRA FF BOB 0,75 NBR6658 OL","0,7500","308,0000","0,0000","0,00","3,26","1.129,00","3.864,57"
04-03-2014,135897,11,177746-20,UTIMIL,"TIRA ZC BOB 0,95 NBR7008 ZC CR NO REV","0,9500","30,0000","0,0000","0,00","3,79","2.532,00","10.076,09"
04-04-2014,33500,14,181655-10,GIGIOIND,"BOB AL/ZN 0,65 ASTM A792 CN S/TQ","0,6500","1.200,0000","0,0000","0,00","4,00","7.460,00","31.332,00"
04-04-2014,138086,11,180615-10,LUPEME,"TIRA FQ DEC BOB 2,65 NBR6658 OL","2,6500","124,0000","0,0000","0,00","3,07","584,00","1.882,52"
04-04-2014,138078,11,178198-10,ENGATCAR,"CHAPA FQ DEC 2,65 NBR6658 OL","2,6500","1.000,0000","1.670,0000","0,00","2,65","5.949,00","16.553,09"
04-04-2014,138075,11,181564-10,NOVAGERACA,"CHAPA ZC 1,25 NBR7008 ZC CR NO RV Z275","1,2500","1.200,0000","3.000,0000","0,00","3,45","1.815,00","6.574,84"
04-04-2014,464,41,180402-10,PRONATTOEQU,"TIRA FQ DEC BOB 3,00 NBR6658 OL","3,0000","53,2000","0,0000","0,00","3,18","1.051,00","3.509,29"
04-07-2014,143899,11,186769-10,FLANTECH,"CHAPA FQ 3,00 NBR6658","3,0000","1.200,0000","2.160,0000","0,00","2,88","1.210,00","3.484,80"
04-07-2014,143909,11,187129-10,GPANIZ,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","3.000,0000","0,00","2,68","940,00","2.645,16"
04-07-2014,143909,11,186869-20,GPANIZ,"CHAPA FQ 4,25 NBR6658","4,2500","1.200,0000","3.000,0000","0,00","2,68","1.491,00","4.195,67"
04-07-2014,143909,11,187129-20,GPANIZ,"CHAPA GR LTQ 6,30 SAE1010","6,3000","1.200,0000","3.000,0000","0,00","2,68","3.116,00","8.768,42"
04-08-2014,145899,11,184879-10,REBITSUL,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","47,0000","0,0000","0,00","5,97","921,00","5.773,29"
04-08-2014,145904,11,186715-30,MAQENGE,"TIRA FF BOB 0,60 SAE1006 OL","0,6000","213,0000","0,0000","0,00","3,39","2.922,00","10.400,86"
04-08-2014,145906,11,188622-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","30,0000","0,0000","0,00","3,30","1.261,00","4.369,37"
04-08-2014,145937,11,189789-10,TECNOFRIO,"BOB ZC 0,95 NBR7008 ZC CR MI RV Z275 O","0,9500","1.200,0000","0,0000","0,00","3,55","4.800,00","17.892,00"
04-08-2014,145938,11,189999-10,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275","1,9500","1.200,0000","3.000,0000","0,00","3,38","3.481,00","12.354,07"
04-08-2014,145941,11,190092-10,PERFILLINE,"CHAPA GR LTQ 6,30 NBR8300","6,3000","1.200,0000","3.000,0000","0,00","2,57","1.111,00","2.998,03"
04-08-2014,145959,11,189255-30,GPANIZ,"CHAPA FQ 4,75 NBR6658","4,7500","1.200,0000","3.000,0000","0,00","2,68","4.019,00","11.309,47"
04-09-2014,148161,11,192088-10,GPANIZ,"CHAPA FQ 4,25 NBR6658","4,2500","1.200,0000","3.000,0000","0,00","2,68","1.581,00","4.448,93"
04-11-2014,152177,11,193144-30,METMETALCIN,"TR REL 0,30 BOB NBR5007 G4RL BbOL","0,3000","260,0000","0,0000","0,00","5,52","3.121,00","18.089,32"
04-11-2014,152174,11,194761-10,PARTS,"CHAPA FF 0,90 NBR6658 OL","0,9000","1.200,0000","3.100,0000","0,00","3,05","2.144,00","6.866,16"
04-11-2014,1876,15,194093-10,MAQENGE,"TIRA FF BOB 0,60 NBR6658 OL","0,6000","354,0000","0,0000","0,00","3,20","3.270,00","10.987,20"
04-11-2014,37442,14,196357-10,DUPARCEMPRE,"CUMEEIRA AL/ZN 0,43 TP40 ASTM A792 CN","0,4300","1.045,0000","700,0000","16,00","6,33","96,00","638,40"
04-11-2014,152179,11,194114-10,LUPEME,"TIRA FF BOB 1,06 NBR5915 EP OL","1,0600","26,0000","0,0000","0,00","3,20","1.151,00","3.867,36"
04-12-2014,154392,11,191853-40,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L32 BbOL","0,3500","260,0000","0,0000","0,00","5,52","1.208,00","7.001,57"
04-12-2014,154359,11,195379-30,FLANTECH,"CHAPA GR LTQ 9,50 SAE1010","9,5000","1.200,0000","2.000,0000","0,00","2,53","2.785,00","7.046,05"
04-12-2014,154391,11,194116-10,LUPEME,"TIRA FF BOB 1,06 NBR5915 EP OL","1,0600","26,0000","0,0000","0,00","3,20","1.170,00","3.931,20"
04-12-2014,154360,11,198724-10,FLANTECH,"CHAPA GR LTQ 9,00 SAE1010","9,0000","1.200,0000","2.030,0000","0,00","2,53","10.807,00","27.341,71"
04-12-2014,154358,11,198236-10,MULTISERVSE,"CHAPA FQ 2,25 NBR6658","2,2500","1.200,0000","3.000,0000","0,00","2,65","1.041,00","2.896,58"
05-02-2014,134088,11,175388-10,LUPEME,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","30,0000","0,0000","0,00","3,20","2.416,00","8.117,76"
05-02-2014,177,41,175589-10,"D""ZAINER","TIRA FF BOB 1,90 NBR6658 OL","1,9000","44,0000","0,0000","0,00","3,10","5.445,00","17.723,48"
05-02-2014,179,41,174906-50,INCORPOL,"CHAPA FQ 4,25 SAE1010","4,2500","1.200,0000","3.000,0000","0,00","2,51","1.622,00","4.146,37"
05-02-2014,134084,11,175723-20,GS,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","14,0000","0,0000","0,00","3,42","515,00","1.882,79"
05-02-2014,134084,11,175723-50,GS,"TIRA FF BOB 1,90 NBR6658 OL","1,9000","70,0000","0,0000","0,00","3,18","1.196,00","4.071,07"
05-02-2014,134084,11,175723-70,GS,"TIRA FQ DEC BOB 2,25 NBR6658 OL","2,2500","21,0000","0,0000","0,00","3,30","921,00","3.251,05"
05-03-2014,316,41,175733-20,STEFFENSIND,"TIRA FF BOB 1,50 NBR6658 OL","1,5000","48,0000","0,0000","0,00","3,18","2.871,00","9.586,27"
05-03-2014,135962,11,178773-10,FLANTECH,"CHAPA GR LTQ 9,00 SAE1010","9,0000","1.200,0000","2.000,0000","0,00","2,74","22.979,00","62.962,46"
05-03-2014,135950,11,178691-20,ATIVICON,"CHAPA ZC 1,95 NBR7008 ZC CR MI RV Z275","1,9500","1.200,0000","3.000,0000","0,00","3,43","1.956,00","7.044,53"
05-03-2014,135949,11,178787-10,PARTS,"CHAPA FF 1,50 NBR6658 OL","1,5000","1.200,0000","3.000,0000","0,00","3,00","1.527,00","4.810,05"
05-03-2014,317,41,178308-20,FLANTECH,"CHAPA FQ 3,00 NBR6658","3,0000","1.200,0000","2.160,0000","0,00","2,88","1.251,00","3.602,88"
05-03-2014,135954,11,178218-10,LAIND,"CHAPA FF 1,20 NBR6658 OL","1,2000","1.000,0000","2.700,0000","0,00","3,05","1.652,00","5.290,53"
05-03-2014,135954,11,179086-30,LAIND,"CHAPA FQ 4,25 NBR6658","4,2500","1.200,0000","3.000,0000","0,00","2,65","3.185,00","8.862,26"
05-06-2014,34720,14,182265-10,MAACESS,"BLANK GA FF 1,20 NBR6658 OL","1,2000","439,0000","3.450,0000","0,00","3,54","4.342,00","16.139,21"
05-06-2014,141984,11,185036-10,GPANIZ,"CHAPA GR LTQ 12,50 SAE1010","12,5000","1.200,0000","3.000,0000","0,00","2,68","1.791,00","5.039,87"
05-06-2014,141984,11,185897-20,GPANIZ,"CHAPA GR LTQ 8,00 SAE1010","8,0000","1.200,0000","3.000,0000","0,00","2,68","1.164,00","3.275,50"
05-08-2014,146012,11,189390-10,ANTONIOTEGN,"TIRA FF BOB 1,20 NBR5915 EP OL","1,2000","53,0000","0,0000","0,00","3,75","5.546,00","21.837,38"
05-08-2014,146013,11,189442-40,GS,"TIRA FF BOB 1,20 NBR6658 OL","1,2000","43,0000","0,0000","0,00","3,22","529,00","1.822,61"
05-08-2014,146013,11,189442-70,GS,"TIRA FF BOB 1,20 NBR6658 OL","1,2000","38,5000","0,0000","0,00","3,22","615,00","2.118,93"
05-08-2014,146010,11,188617-10,HYVADOBRAS,"CHAPA GR LTQ 8,00 NBR 6656 LNE 38","8,0000","1.200,0000","3.000,0000","0,00","2,88","12.523,00","37.869,55"
05-08-2014,146034,11,186919-30,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,52","2.155,00","12.490,38"
05-08-2014,146033,11,189990-30,FLANTECH,"CHAPA GR LTQ 9,50 SAE1010","9,5000","1.200,0000","2.000,0000","0,00","2,68","12.080,00","32.374,40"
05-09-2014,148224,11,189838-20,LUPEME,"TIRA FF BOB 1,06 NBR5915 EP OL","1,0600","26,0000","0,0000","0,00","3,30","1.063,00","3.683,30"
05-09-2014,148225,11,190706-10,METMETALCIN,"TR REL 0,35 BOB NBR5007 G2L32 BbOL","0,3500","260,0000","0,0000","0,00","5,52","2.404,00","13.933,58"
05-09-2014,148225,11,189435-20,METMETALCIN,"TR REL 0,30 BOB NBR5007 G2L32 BbOL","0,3000","260,0000","0,0000","0,00","5,52","2.402,00","13.921,99"
05-11-2014,152305,11,193142-10,METMETALCIN,"TIRA FF BOB 0,75 NBR5915 EEP OL","0,7500","67,0000","0,0000","0,00","4,10","3.391,00","14.598,26"
05-11-2014,152304,11,196638-10,FLANTECH,"CHAPA GR LTQ 9,00 SAE1010","9,0000","1.200,0000","2.030,0000","0,00","2,53","11.596,00","29.337,88"
05-12-2014,154485,11,195157-10,TECNOFRIO,"TIRA FF BOB 0,30 NBR6658 OL","0,3000","150,0000","0,0000","0,00","4,50","3.260,00","15.403,50"
05-12-2014,154484,11,195779-20,METMETALCIN,"TR REL 0,35 BOB NBR5007 G4RL BbOL","0,3500","260,0000","0,0000","0,00","5,52","4.556,00","26.406,58"
